날짜,ROC
2021-04-30,-1.753774680603949
2021-04-29,-1.0685249709639955
2021-04-28,0.34678071899202406
2021-04-27,1.328097932786696
2021-04-26,1.4586709886547813
2021-04-23,0.6839786691398099
2021-04-22,0.8247183180392612
2021-04-21,1.7970401691331923
2021-04-20,4.598791039469006
2021-04-19,3.664302600472813
2021-04-16,4.841023189098733
2021-04-15,4.713041403173845
2021-04-14,5.5876685934489405
2021-04-13,5.321722302854378
2021-04-12,3.6600048157958103
2021-04-09,2.6833631484794274
2021-04-08,3.344881137259587
2021-04-07,2.3522458628841605
2021-04-06,2.845576854387427
2021-04-05,1.8899125915426411
2021-04-02,2.5369223439733206
2021-04-01,0.9126466753585397
2021-03-31,0.8848499342341266
2021-03-30,3.22108345534407
2021-03-29,1.4921751789397064
2021-03-26,1.0367691380349608
2021-03-25,-0.8359207069500836
2021-03-24,-1.7935621807815654
2021-03-23,-2.603189493433396
2021-03-22,-0.5809817405738678
2021-03-19,0.35966910442392996
2021-03-18,-1.3756120307764048
2021-03-17,1.4739639966171318
2021-03-16,0.1064207165661582
2021-03-15,-0.8268367587999055
2021-03-12,-1.390836839644694
2021-03-11,-1.402970997406272
2021-03-10,-4.753050552004648
2021-03-09,-5.241981836992758
2021-03-08,-4.225839972289574
2021-03-05,-1.8978444236176193
2021-03-04,-0.6842043175651764
2021-03-03,0.25864095932283093
2021-03-02,-1.8160651920838182
2021-02-26,-1.6623437868427258
2021-02-25,-0.5564572223510317
2021-02-24,-3.2495616598480423
2021-02-23,0.3202846975088968
2021-02-22,2.930091185410334
2021-02-19,1.6876634181126695
2021-02-18,-1.1652295502213936
2021-02-17,-0.06967831842991523
2021-02-16,-1.728422955264347
2021-02-15,0.18507807981492191
2021-02-10,-1.95267631518493
2021-02-09,-1.2004662004662003
2021-02-08,-0.2930488805532763
2021-02-05,3.3445620789220407
2021-02-04,-0.3290246768507638
2021-02-03,-0.861969888518561
2021-02-02,-1.8021120293847566
2021-02-01,-2.6895994459194275
