"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2021년 03월 14일","59,113.7","61,192.7","61,673.7","59,113.7","80.29K","-3.40%"
"2021년 03월 13일","61,195.3","57,267.4","61,795.8","56,118.8","134.64K","6.86%"
"2021년 03월 12일","57,265.1","57,806.2","58,052.3","55,134.5","116.96K","-0.92%"
"2021년 03월 11일","57,799.5","55,851.2","58,135.0","54,351.8","129.63K","3.49%"
"2021년 03월 10일","55,851.9","54,882.7","57,328.7","53,073.6","140.96K","1.77%"
"2021년 03월 09일","54,879.0","52,352.4","54,880.6","51,941.3","114.06K","4.91%"
"2021년 03월 08일","52,311.0","50,988.9","52,384.9","49,338.1","68.14K","2.61%"
"2021년 03월 07일","50,982.3","48,899.0","51,434.1","48,890.6","82.91K","4.35%"
"2021년 03월 06일","48,855.6","48,798.7","49,191.8","47,132.8","66.66K","0.13%"
"2021년 03월 05일","48,792.5","48,363.6","49,429.4","46,370.1","113.64K","0.75%"
"2021년 03월 04일","48,428.0","50,388.0","51,757.7","47,521.8","9.56K","-3.90%"
"2021년 03월 03일","50,395.1","48,422.2","52,567.9","48,159.2","44.93K","4.07%"
"2021년 03월 02일","48,424.2","49,595.6","50,191.9","47,100.6","102.10K","-2.36%"
"2021년 03월 01일","49,595.5","45,160.5","49,774.0","45,008.8","137.52K","9.81%"
"2021년 02월 28일","45,164.0","46,136.0","46,582.0","43,100.6","135.08K","-2.11%"
"2021년 02월 27일","46,136.7","46,333.1","48,335.1","45,059.4","98.75K","-0.45%"
"2021년 02월 26일","46,345.6","46,928.5","48,413.9","44,248.2","189.41K","-1.24%"
"2021년 02월 25일","46,928.5","49,695.9","52,013.8","46,773.7","83.22K","-5.57%"
"2021년 02월 24일","49,697.5","48,911.1","51,311.8","47,031.7","153.75K","1.61%"
"2021년 02월 23일","48,911.2","54,114.1","54,115.0","45,093.8","315.07K","-9.61%"
"2021년 02월 22일","54,111.8","57,437.6","57,480.8","48,353.8","244.95K","-5.78%"
"2021년 02월 21일","57,433.8","55,907.6","58,335.1","55,502.7","87.26K","2.70%"
"2021년 02월 20일","55,923.7","55,922.0","57,523.8","54,124.1","127.85K","0.03%"
"2021년 02월 19일","55,906.6","51,590.1","56,238.5","50,816.8","139.43K","8.38%"
"2021년 02월 18일","51,582.2","52,094.5","52,524.0","50,941.6","94.35K","-0.95%"
"2021년 02월 17일","52,079.2","49,161.3","52,577.7","49,018.1","140.03K","5.92%"
"2021년 02월 16일","49,169.7","47,934.2","50,515.8","47,044.4","141.37K","2.57%"
"2021년 02월 15일","47,936.3","48,611.1","48,936.5","45,786.1","123.18K","-1.45%"
"2021년 02월 14일","48,643.4","47,172.1","49,695.1","47,051.9","106.50K","3.13%"
"2021년 02월 13일","47,168.7","47,373.1","48,097.3","46,270.5","89.42K","-0.43%"
"2021년 02월 12일","47,371.7","47,995.0","48,927.4","46,218.6","133.73K","-1.29%"
"2021년 02월 11일","47,990.7","44,834.8","48,622.1","44,041.1","145.77K","7.04%"
"2021년 02월 10일","44,836.0","46,507.8","47,295.3","43,800.5","151.83K","-3.60%"
"2021년 02월 09일","46,508.6","46,396.4","48,143.5","45,104.7","193.87K","0.24%"
"2021년 02월 08일","46,395.7","38,853.6","46,596.4","38,057.0","248.47K","19.41%"
"2021년 02월 07일","38,852.9","39,228.9","39,691.7","37,381.6","125.37K","-1.03%"
"2021년 02월 06일","39,256.6","38,300.6","40,939.7","38,275.3","156.02K","2.50%"
"2021년 02월 05일","38,297.6","36,976.4","38,303.6","36,640.0","100.60K","3.56%"
"2021년 02월 04일","36,982.1","37,648.9","38,707.9","36,380.8","151.44K","-1.77%"
"2021년 02월 03일","37,646.8","35,486.9","37,646.8","35,401.5","131.03K","6.09%"
"2021년 02월 02일","35,485.2","33,514.0","35,976.1","33,462.4","120.85K","5.88%"
"2021년 02월 01일","33,515.7","33,106.8","34,685.6","32,324.9","126.32K","1.23%"
