조회날짜,전일대비 등락
2021-01-04,
2021-01-05,
2021-01-06,
2021-01-07,
2021-01-08,
2021-01-11,
2021-01-12,
2021-01-13,
2021-01-14,
2021-01-15,
2021-01-18,
2021-01-19,
2021-01-20,
2021-01-21,67.92889603364151
2021-01-22,64.39587640724454
2021-01-25,70.08236251757211
2021-01-26,58.389747280614145
2021-01-27,57.15404029880059
2021-01-28,50.84102327664553
2021-01-29,44.507918050846826
2021-02-01,51.55668307037991
2021-02-02,55.286293900213906
2021-02-03,57.297320395831704
2021-02-04,52.17218893378969
2021-02-05,55.39476014897156
2021-02-08,52.435470972772784
2021-02-09,51.414282522428834
2021-02-10,53.40257968417063
2021-02-15,57.38190454052721
2021-02-16,58.541014034171226
2021-02-17,54.586062773814334
2021-02-18,49.84112349144906
2021-02-19,52.515438797208084
2021-02-22,49.0875137407841
2021-02-23,48.74485815626699
2021-02-24,42.373961949703016
2021-02-25,53.35320096847315
2021-02-26,45.93257113208768
2021-03-02,48.93402192774484
2021-03-03,51.843910202905896
2021-03-04,48.399840603583264
2021-03-05,47.0113355707552
2021-03-08,44.592720491893544
2021-03-09,43.02368520895019
2021-03-10,41.59896220966997
2021-03-11,48.16695741413552
2021-03-12,50.80702636833287
2021-03-15,49.30849065780275
2021-03-16,51.91609625884402
2021-03-17,49.30193660477735
2021-03-18,51.6871772794024
2021-03-19,48.12926740588273
2021-03-22,48.72715869280568
2021-03-23,45.53744130270049
2021-03-24,44.043930476421735
2021-03-25,45.855672274511306
2021-03-26,49.61349465511669
2021-03-29,48.901477461777304
2021-03-30,53.41350722866558
2021-03-31,52.198971692519024
2021-04-01,55.82077450323154
2021-04-02,59.86155846350815
2021-04-05,60.55679050478427
2021-04-06,61.06938920295782
2021-04-07,62.00009097659101
2021-04-08,61.397908275604706
2021-04-09,58.274061049611426
2021-04-12,58.274061049611426
2021-04-13,63.4317169694011
2021-04-14,66.18743174468615
2021-04-15,66.5493889040823
2021-04-16,66.07331997043079
2021-04-19,65.97167218025784
2021-04-20,68.81342840274972
2021-04-21,54.68500895139625
2021-04-22,55.49467020507768
2021-04-23,55.82162112890979
2021-04-26,60.730353025832805
2021-04-27,61.31628248328418
2021-04-28,53.34465687799117
2021-04-29,51.11312426804144
2021-04-30,46.82172956331061
2021-05-03,43.24315677747438
2021-05-04,48.78562891892552
2021-05-06,52.317013936153806
2021-05-07,55.91777345043201
2021-05-10,63.65609463276605
2021-05-11,53.00868665040472
2021-05-12,45.41601638668471
2021-05-13,41.08672250571597
2021-05-14,45.57914833429465
2021-05-17,43.91470031754051
2021-05-18,49.388292047040856
2021-05-20,48.012074533267
2021-05-21,47.79957011009461
2021-05-24,46.47055090356857
2021-05-25,51.328423377406885
2021-05-26,50.2841173492376
2021-05-27,49.330417589298776
2021-05-28,52.68094858506136
2021-05-31,54.72692934816452
