"조회날짜","코드1","종목 코드","종목 명칭","종가","전일대비 등락","전일대비 등락률","시가","고가","저가","체결수량의 누적합","체결가격 * 체결수량 누적합","종가*상장좌수","상장좌수","기초지수 명칭","기초지수 종가","순자산총액"
20220414,069500,KR7069500007,KODEX 200,36235,-205,-.56,36430,36430,36115,7430712,269499424115,5344662500000,147500000,코스피 200,357.38,5147971524702
20220413,069500,KR7069500007,KODEX 200,36440,680,1.9,35860,36470,35815,6828087,247874869655,5107066000000,140150000,코스피 200,359,5378466707104
20220412,069500,KR7069500007,KODEX 200,35760,-340,-.94,35850,35990,35620,9639935,344745548485,4983156000000,139350000,코스피 200,352.32,5017318298087
20220411,069500,KR7069500007,KODEX 200,36100,0,0,35960,36240,35830,8974553,323527979430,5207425000000,144250000,코스피 200,355.78,5036666705491
20220408,069500,KR7069500007,KODEX 200,36100,25,.07,36150,36195,35905,6370443,229818286855,5297675000000,146750000,코스피 200,356.01,5216866510631
20220407,069500,KR7069500007,KODEX 200,36075,-480,-1.31,36385,36385,35995,10234728,369723805935,5216445000000,144600000,코스피 200,355.73,5303482182106
20220406,069500,KR7069500007,KODEX 200,36555,-380,-1.03,36700,36760,36530,5233744,191621772105,5316924750000,145450000,코스피 200,361.01,5301866285891
20220405,069500,KR7069500007,KODEX 200,36935,-35,-.09,37115,37160,36840,4490357,166007380805,5340801000000,144600000,코스피 200,364.74,5387339698342
20220404,069500,KR7069500007,KODEX 200,36970,175,.48,36725,37005,36555,4646082,171426709690,5384680500000,145650000,코스피 200,364.94,5358800062058
20220401,069500,KR7069500007,KODEX 200,36795,-285,-.77,36925,36930,36615,4077720,150060383640,5191774500000,141100000,코스피 200,363.19,5372151988457
20220331,069500,KR7069500007,KODEX 200,37080,115,.31,36940,37230,36885,4502992,167044390500,4981698000000,134350000,코스피 200,365.61,5238494233704
20220330,069500,KR7069500007,KODEX 200,36965,130,.35,37080,37200,36890,4375540,161889560135,4851656250000,131250000,코스피 200,364.5,4973125752403
20220329,069500,KR7069500007,KODEX 200,36835,190,.52,36835,36995,36700,4225755,155559419275,4908263750000,133250000,코스피 200,363.77,4838183646719
20220328,069500,KR7069500007,KODEX 200,36645,25,.07,36500,36745,36300,4105327,150184043235,4959900750000,135350000,코스피 200,362.06,4888891798368
20220325,069500,KR7069500007,KODEX 200,36620,-150,-.41,36930,36935,36545,4337330,159015146945,4817361000000,131550000,코스피 200,362.06,4965755255970
20220324,069500,KR7069500007,KODEX 200,36770,-170,-.46,36685,36780,36485,5749483,210975172495,4826062500000,131250000,코스피 200,363.38,4844123214415
20220323,069500,KR7069500007,KODEX 200,36940,320,.87,36825,37090,36740,6119415,225957959290,4913020000000,133000000,코스피 200,364.84,4852297247439
20220322,069500,KR7069500007,KODEX 200,36620,330,.91,36290,36650,36265,4524529,165512268960,4841164000000,132200000,코스피 200,361.66,4874839618454
20220321,069500,KR7069500007,KODEX 200,36290,-375,-1.02,36850,36850,36250,5565648,202746578265,4888263000000,134700000,코스피 200,358.77,4807273747244
20220318,069500,KR7069500007,KODEX 200,36665,80,.22,36485,36685,36405,4372507,159956105195,4982773500000,135900000,코스피 200,362.33,4946119051906
20220317,069500,KR7069500007,KODEX 200,36585,545,1.51,36645,36860,36575,8279341,303768577070,5059705500000,138300000,코스피 200,361.46,4978595717259
20220316,069500,KR7069500007,KODEX 200,36040,530,1.49,35880,36095,35615,5859523,210538502405,5034788000000,139700000,코스피 200,356.09,4992382908159
20220315,069500,KR7069500007,KODEX 200,35510,-310,-.87,35705,35765,35395,13216342,470539352385,5115215500000,144050000,코스피 200,351.03,4972251049280
20220314,069500,KR7069500007,KODEX 200,35820,-65,-.18,35845,36040,35680,8660429,310708569255,5070321000000,141550000,코스피 200,354.61,5177891677183
20220311,069500,KR7069500007,KODEX 200,35885,-135,-.37,35915,36030,35695,9987144,358123365995,5104641250000,142250000,코스피 200,355.31,5097169395862
20220310,069500,KR7069500007,KODEX 200,36020,730,2.07,36000,36170,35905,3412228,123130831665,5383189000000,149450000,코스피 200,358.01,5160056234152
20220308,069500,KR7069500007,KODEX 200,35290,-465,-1.3,35305,35680,35165,6369838,225506595690,5134695000000,145500000,코스피 200,349.38,5292241947329
20220307,069500,KR7069500007,KODEX 200,35755,-820,-2.24,36000,36025,35530,14965083,535016639135,5146932250000,143950000,코스피 200,353.03,5206161108525
20220304,069500,KR7069500007,KODEX 200,36575,-575,-1.55,37010,37040,36415,7789332,284965200980,5319833750000,145450000,코스피 200,361.69,5275732689159
20220303,069500,KR7069500007,KODEX 200,37150,695,1.91,36795,37175,36750,4082459,151275595325,5377462500000,144750000,코스피 200,367.06,5409260898822
20220302,069500,KR7069500007,KODEX 200,36455,-150,-.41,36625,36720,36415,5075944,185484114075,5331543750000,146250000,코스피 200,360.59,5289312285613
20220228,069500,KR7069500007,KODEX 200,36605,275,.76,36095,36605,36010,6546067,238480106015,5382765250000,147050000,코스피 200,361.54,5357854134136
20220225,069500,KR7069500007,KODEX 200,36330,405,1.13,36260,36530,36150,8181295,297178399785,5358675000000,147500000,코스피 200,358.44,5341726062353
20220224,069500,KR7069500007,KODEX 200,35925,-965,-2.62,36440,36500,35815,10463997,377121354355,5361806250000,149250000,코스피 200,355.04,5308047771181
20220223,069500,KR7069500007,KODEX 200,36890,130,.35,37020,37100,36695,4660928,171918447420,5557478500000,150650000,코스피 200,364.44,5510907514708
20220222,069500,KR7069500007,KODEX 200,36760,-540,-1.45,36710,36910,36510,5092278,187000794685,5552598000000,151050000,코스피 200,363.51,5548650618477
20220221,069500,KR7069500007,KODEX 200,37300,25,.07,36830,37300,36530,3998311,148192800300,5550240000000,148800000,코스피 200,368.29,5635452394897
20220218,069500,KR7069500007,KODEX 200,37275,-140,-.37,37020,37375,36905,5459390,203240157080,5527882500000,148300000,코스피 200,368.55,5555254934419
20220217,069500,KR7069500007,KODEX 200,37415,240,.65,37290,37740,37010,8161860,305678101435,5571093500000,148900000,코스피 200,369.55,5551896357505
20220216,069500,KR7069500007,KODEX 200,37175,660,1.81,36915,37205,36900,4230431,156994669665,5604131250000,150750000,코스피 200,367.3,5540826075088
20220215,069500,KR7069500007,KODEX 200,36515,-225,-.61,36850,36885,36340,5334150,195103963550,5533848250000,151550000,코스피 200,360.43,5506441427992
20220214,069500,KR7069500007,KODEX 200,36740,-500,-1.34,36870,37030,36475,5481409,201241465450,5621220000000,153000000,코스피 200,362.98,5574041405140
20220211,069500,KR7069500007,KODEX 200,37240,-350,-.93,37250,37505,37065,4820161,179745081275,5543174000000,148850000,코스피 200,368.61,5713329922643
20220210,069500,KR7069500007,KODEX 200,37590,310,.83,37505,37670,37340,4664133,175213120085,5649777000000,150300000,코스피 200,371.57,5601895639589
20220209,069500,KR7069500007,KODEX 200,37280,510,1.39,37100,37290,37005,4851709,180695946575,5713160000000,153250000,코스피 200,368.65,5612278007864
20220208,069500,KR7069500007,KODEX 200,36770,70,.19,36990,37160,36505,4930794,181703922525,5662580000000,154000000,코스피 200,363.48,5642253283823
20220207,069500,KR7069500007,KODEX 200,36700,-380,-1.02,37005,37080,36355,7116290,260720998675,5523350000000,150500000,코스피 200,362.92,5660848315064
20220204,069500,KR7069500007,KODEX 200,37080,480,1.31,36700,37090,36605,5619747,207754401635,5550876000000,149700000,코스피 200,366.34,5583925752488
20220203,069500,KR7069500007,KODEX 200,36600,350,.97,36875,37200,36600,6866201,252218774635,5565030000000,152050000,코스피 200,361.6,5483281716552
20220128,069500,KR7069500007,KODEX 200,36250,945,2.68,35495,36485,35200,11148433,401654476435,5511812500000,152050000,코스피 200,357.98,5513984613285
20220127,069500,KR7069500007,KODEX 200,35305,-1205,-3.3,36600,36650,35305,10446225,371566590575,5368125250000,152050000,코스피 200,348.58,5373703284696
20220126,069500,KR7069500007,KODEX 200,36570,-115,-.31,36810,37010,36535,5888382,216258731705,5361162000000,146600000,코스피 200,360.83,5556253594729
20220125,069500,KR7069500007,KODEX 200,36685,-915,-2.43,37505,37535,36490,11372537,418620600130,5412871750000,147550000,코스피 200,362.39,5388282568822
20220124,069500,KR7069500007,KODEX 200,37600,-430,-1.13,37920,38040,37450,10270662,386221525110,5468920000000,145450000,코스피 200,371.3,5554397581851
20220121,069500,KR7069500007,KODEX 200,38030,-435,-1.13,38100,38180,37780,9151779,347272958415,5508645500000,144850000,코스피 200,376.08,5544836052336
20220120,069500,KR7069500007,KODEX 200,38465,225,.59,38245,38465,38100,4624230,177578062000,5498571750000,142950000,코스피 200,380.39,5584356622095
20220119,069500,KR7069500007,KODEX 200,38240,-280,-.73,38255,38630,38120,5790865,221871960935,5458760000000,142750000,코스피 200,378.21,5480031123657
20220118,069500,KR7069500007,KODEX 200,38520,-300,-.77,38940,38995,38410,5738430,221736546985,5631624000000,146200000,코스피 200,381.01,5512388434354
20220117,069500,KR7069500007,KODEX 200,38820,-285,-.73,39105,39145,38600,5841437,226879051710,5613372000000,144600000,코스피 200,383.81,5686451591052
20220114,069500,KR7069500007,KODEX 200,39105,-615,-1.55,39405,39480,39035,4234215,165863501140,5654583000000,144600000,코스피 200,387.45,5676901539295
20220113,069500,KR7069500007,KODEX 200,39720,-205,-.51,39975,40030,39680,4178583,166294454300,5717694000000,143950000,코스피 200,393,5757021479166
20220112,069500,KR7069500007,KODEX 200,39925,645,1.64,39545,39935,39530,4323445,172356304370,5651383750000,141550000,코스피 200,394.66,5754900763208
20220111,069500,KR7069500007,KODEX 200,39280,115,.29,39225,39445,39050,4298895,168909562945,5607220000000,142750000,코스피 200,388.97,5578468584216
20220110,069500,KR7069500007,KODEX 200,39165,-300,-.76,39420,39445,38880,4980669,194958241215,5626052250000,143650000,코스피 200,387.52,5605192353173
20220107,069500,KR7069500007,KODEX 200,39465,490,1.26,39225,39550,39145,3681317,145216331765,5771756250000,146250000,코스피 200,390.85,5688142311146
20220106,069500,KR7069500007,KODEX 200,38975,-395,-1,39100,39460,38935,10391295,406902181870,5680606250000,145750000,코스피 200,386.22,5723557175982
20220105,069500,KR7069500007,KODEX 200,39370,-570,-1.43,39850,39905,39160,8813841,347177709625,5783453000000,146900000,코스피 200,390.39,5764788326007
20220104,069500,KR7069500007,KODEX 200,39940,-25,-.06,40070,40070,39720,4708649,187890944690,5867186000000,146900000,코스피 200,395.4,5883944200311
20220103,069500,KR7069500007,KODEX 200,39965,95,.24,40050,40345,39825,4923712,197051427375,6126634500000,153300000,코스피 200,395.51,5885458744445
